start_ip,end_ip,join_key,city,region,country,latitude,longitude,postal_code,timezone
2401:4900:3b22:dd00::,2401:4900:3b22:ddff:ffff:ffff:ffff:ffff,2401:4900::,Dalsingh Sarai,Bihar,IN,25.66795,85.83636,848114,Asia/Kolkata
65.129.138.146,65.129.138.147,65.129.0.0,Meridian,Idaho,US,43.61211,-116.39151,83642,America/Boise
260b:f41c:8000::,260b:f41c:bfff:ffff:ffff:ffff:ffff:ffff,260b:f41c:8000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
197.56.202.32,197.56.203.47,197.56.0.0,Cairo,Cairo,EG,30.06263,31.24967,,Africa/Cairo
212.146.33.228,212.146.33.228,212.146.0.0,Helsinki,Uusimaa,FI,60.16952,24.93545,00100,Europe/Helsinki
2606:40:854::,2606:40:863:ffff:ffff:ffff:ffff:ffff,2606:40::,Mogadishu,Banaadir,SO,2.03711,45.34375,,Africa/Mogadishu
2801:73ea::,2801:73ea:3fff:ffff:ffff:ffff:ffff:ffff,2801:73ea::,Montevideo,Montevideo Department,UY,-34.90328,-56.18816,11100,America/Montevideo
2c0e:5705:c000::,2c0e:5705:ffff:ffff:ffff:ffff:ffff:ffff,2c0e:5705:c000::,Port Louis,Port Louis,MU,-20.16194,57.49889,,Indian/Mauritius
2a11:a6bf::,2a11:a6bf:3fff:ffff:ffff:ffff:ffff:ffff,2a11:a6bf::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
263f:5cc0:c000::,263f:5cc0:ffff:ffff:ffff:ffff:ffff:ffff,263f:5cc0:c000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
217.97.149.28,217.97.149.31,217.97.0.0,Wola,Mazovia,PL,52.23477,20.96004,09-150,Europe/Warsaw
263f:961e::,263f:961e:3fff:ffff:ffff:ffff:ffff:ffff,263f:961e::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
2401:4900:71c5:f300::,2401:4900:71c5:f3ff:ffff:ffff:ffff:ffff,2401:4900:4000::,Samāstipur,Bihar,IN,25.86222,85.77953,848101,Asia/Kolkata
2a13:ef41:ad48::,2a13:ef41:ad48:ffff:ffff:ffff:ffff:ffff,2a13:ef41:8000::,Debe,Penal/Debe,TT,10.20846,-61.45273,,America/Port_of_Spain
137.27.171.224,137.27.171.239,137.27.0.0,Fort Worth,Texas,US,32.72541,-97.32085,76104,America/Chicago
2409:890f:4e18::,2409:890f:4e18:ffff:ffff:ffff:ffff:ffff,2409:890f:4000::,Hefei,Anhui,CN,31.86389,117.28083,230000,Asia/Shanghai
52.224.250.227,52.224.250.241,52.224.0.0,Sterling,Virginia,US,39.00622,-77.4286,20163,America/New_York
2c0f:46dd:4000::,2c0f:46dd:7fff:ffff:ffff:ffff:ffff:ffff,2c0f:46dd:4000::,Port Louis,Port Louis,MU,-20.16194,57.49889,,Indian/Mauritius
2a05:5ce2:4000::,2a05:5ce2:7fff:ffff:ffff:ffff:ffff:ffff,2a05:5ce2:4000::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
260c:66d7::,260c:66d7:3fff:ffff:ffff:ffff:ffff:ffff,260c:66d7::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
280c:16cc::,280c:16cc:3fff:ffff:ffff:ffff:ffff:ffff,280c:16cc::,Montevideo,Montevideo Department,UY,-34.90328,-56.18816,11100,America/Montevideo
118.15.125.216,118.15.125.217,118.15.0.0,Sakura,Chiba,JP,35.71667,140.23333,300-0508,Asia/Tokyo
2411:d619::,2411:d619:3fff:ffff:ffff:ffff:ffff:ffff,2411:d619::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
280a:f8e1:c000::,280a:f8e1:ffff:ffff:ffff:ffff:ffff:ffff,280a:f8e1:c000::,Montevideo,Montevideo Department,UY,-34.90328,-56.18816,11100,America/Montevideo
2409:8a02:6c06:8813::,2409:8a02:6c06:8813:ffff:ffff:ffff:ffff,2409:8a02:4000::,Shanghai,Shanghai,CN,31.22222,121.45806,200000,Asia/Shanghai
142.177.123.108,142.177.123.119,142.177.0.0,Glace Bay,Nova Scotia,CA,46.19695,-59.95698,B1A,America/Glace_Bay
2c09:d522:8000::,2c09:d522:bfff:ffff:ffff:ffff:ffff:ffff,2c09:d522:8000::,Port Louis,Port Louis,MU,-20.16194,57.49889,,Indian/Mauritius
117.7.85.229,117.7.86.29,117.7.0.0,Thanh Hóa,Thanh Hóa Province,VN,19.8,105.76667,40150,Asia/Bangkok
2803:cca1:4000::,2803:cca1:7fff:ffff:ffff:ffff:ffff:ffff,2803:cca1:4000::,Montevideo,Montevideo Department,UY,-34.90328,-56.18816,11100,America/Montevideo
2808:97cd:4000::,2808:97cd:7fff:ffff:ffff:ffff:ffff:ffff,2808:97cd:4000::,Montevideo,Montevideo Department,UY,-34.90328,-56.18816,11100,America/Montevideo
2a0e:6adb:4000::,2a0e:6adb:7fff:ffff:ffff:ffff:ffff:ffff,2a0e:6adb:4000::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
2601:adac:8000::,2601:adac:bfff:ffff:ffff:ffff:ffff:ffff,2601:adac:8000::,Boulder,Colorado,US,39.9807,-105.2531,80305,America/Denver
2605:d6d7:c000::,2605:d6d7:ffff:ffff:ffff:ffff:ffff:ffff,2605:d6d7:c000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
177.171.195.172,177.171.195.173,177.171.0.0,Joinville,Santa Catarina,BR,-26.30444,-48.84556,89200-000,America/Sao_Paulo
260f:b64c:8000::,260f:b64c:bfff:ffff:ffff:ffff:ffff:ffff,260f:b64c:8000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
240e:382:e03:b600::,240e:382:e03:b6ff:ffff:ffff:ffff:ffff,240e:382::,Guangzhou,Guangdong,CN,23.11667,113.25,510000,Asia/Shanghai
20.253.49.122,20.253.49.122,20.253.0.0,Washington,District of Columbia,US,38.89511,-77.03637,20004,America/New_York
2412:66d3:c000::,2412:66d3:ffff:ffff:ffff:ffff:ffff:ffff,2412:66d3:c000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
59.97.2.32,59.97.2.39,59.97.0.0,Hubli,Karnataka,IN,15.34776,75.13378,580001,Asia/Kolkata
2409:4081:e0c:9500::,2409:4081:e0c:95ff:ffff:ffff:ffff:ffff,2409:4081::,Kolhāpur,Maharashtra,IN,16.69563,74.23167,416218,Asia/Kolkata
172.97.163.235,172.97.163.235,172.97.0.0,Hamilton,Ontario,CA,43.25011,-79.84963,L8M,America/Toronto
113.146.158.72,113.146.158.73,113.146.0.0,Asagaya-minami,Tokyo,JP,35.70206,139.63745,166-0000,Asia/Tokyo
186.115.188.22,186.115.188.22,186.115.0.0,Quibdó,Chocó,CO,5.69188,-76.65835,270001,America/Bogota
2603:b0a0:3182::,2603:b0a0:3207:ffff:ffff:ffff:ffff:ffff,2603:b0a0::,Mauston,Wisconsin,US,43.79719,-90.07735,53948,America/Chicago
2604:9399:8000::,2604:9399:bfff:ffff:ffff:ffff:ffff:ffff,2604:9399:8000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
171.235.127.68,171.235.127.71,171.235.0.0,Trảng Bom,Đồng Nai Province,VN,10.95358,107.00589,76306,Asia/Ho_Chi_Minh
95.100.192.189,95.100.192.189,95.100.0.0,Munich,Bavaria,DE,48.13743,11.57549,80097,Europe/Berlin
67.2.2.74,67.2.2.75,67.2.0.0,Riverton,Utah,US,40.52189,-111.9391,84065,America/Denver
263e:9760:c000::,263e:9760:ffff:ffff:ffff:ffff:ffff:ffff,263e:9760:c000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
2600:1014:b05d:8300::,2600:1014:b05d:83ff:ffff:ffff:ffff:ffff,2600:1014:8000::,Minneapolis,Minnesota,US,44.97997,-93.26384,55401,America/Chicago
2804:1bdc:106:a400::,2804:1bdc:106:a4ff:ffff:ffff:ffff:ffff,2804:1bdc::,Brasília,Federal District,BR,-15.77972,-47.92972,70000-000,America/Sao_Paulo
117.219.212.204,117.219.212.207,117.219.0.0,Coimbatore,Tamil Nadu,IN,11.00555,76.96612,641001,Asia/Kolkata
89.233.243.0,89.233.243.127,89.233.0.0,Umeå,Västerbotten,SE,63.82842,20.25972,900 01,Europe/Stockholm
2409:4061:800:6500::,2409:4061:800:71ff:ffff:ffff:ffff:ffff,2409:4061::,Durgapur,West Bengal,IN,23.51583,87.30801,742187,Asia/Kolkata
2001:4430:5013:de00::,2001:4430:5013:deff:ffff:ffff:ffff:ffff,2001:4430:4000::,Seoul,Seoul,KR,37.566,126.9784,03141,Asia/Seoul
47.47.73.128,47.47.73.135,47.47.0.0,Gilroy,California,US,37.0139,-121.5773,95020,America/Los_Angeles
87.128.12.225,87.128.12.225,87.128.0.0,Blaubeuren,Baden-Wurttemberg,DE,48.41215,9.78427,89143,Europe/Berlin
2630:5810:c000::,2630:5810:ffff:ffff:ffff:ffff:ffff:ffff,2630:5810:c000::,Tysons,Virginia,US,38.953,-77.2295,22102,America/New_York
2802:5a02:c000::,2802:5a02:ffff:ffff:ffff:ffff:ffff:ffff,2802:5a02:c000::,Montevideo,Montevideo Department,UY,-34.90328,-56.18816,11100,America/Montevideo
2605:631e:c000::,2605:631e:ffff:ffff:ffff:ffff:ffff:ffff,2605:631e:c000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
2a09:bac5:3b0d:1b4b::,2a09:bac5:3b0d:1b4b:ffff:ffff:ffff:ffff,2a09:bac5::,Frankfurt am Main,Hesse,DE,50.11552,8.68417,60306,Europe/Berlin
64.125.129.18,64.125.129.47,64.125.0.0,Los Angeles,California,US,34.05223,-118.24368,90009,America/Los_Angeles
241e:ef47:4000::,241e:ef47:7fff:ffff:ffff:ffff:ffff:ffff,241e:ef47:4000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
64.25.202.128,64.25.202.255,64.25.0.0,Sheridan,Michigan,US,43.21225,-85.07363,48884,America/Detroit
280a:2fdd:8000::,280a:2fdd:bfff:ffff:ffff:ffff:ffff:ffff,280a:2fdd:8000::,Montevideo,Montevideo Department,UY,-34.90328,-56.18816,11100,America/Montevideo
240e:460:5e0:400::,240e:460:5e0:659:ffff:ffff:ffff:ffff,240e:460::,Foshan,Guangdong,CN,23.02677,113.13148,528000,Asia/Shanghai
60.98.169.84,60.98.169.87,60.98.0.0,Gifu,Gifu,JP,35.42291,136.76039,500-8043,Asia/Tokyo
240a:6b:701:4200::,240a:6b:701:42ff:ffff:ffff:ffff:ffff,240a:6b::,Nagoya,Aichi,JP,35.18147,136.90641,460-0002,Asia/Tokyo
2c0b:aa15:8000::,2c0b:aa15:bfff:ffff:ffff:ffff:ffff:ffff,2c0b:aa15:8000::,Port Louis,Port Louis,MU,-20.16194,57.49889,,Indian/Mauritius
2408:821b:6800:463::,2408:821b:6800:463:ffff:ffff:ffff:ffff,2408:821b:4000::,Beijing,Beijing,CN,39.9075,116.39723,100000,Asia/Shanghai
263f:8b7d:c000::,263f:8b7d:ffff:ffff:ffff:ffff:ffff:ffff,263f:8b7d:c000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
92.14.111.43,92.14.111.51,92.14.0.0,Leeds,England,GB,53.79648,-1.54785,LS1,Europe/London
2c07:a00f:8000::,2c07:a00f:bfff:ffff:ffff:ffff:ffff:ffff,2c07:a00f:8000::,Port Louis,Port Louis,MU,-20.16194,57.49889,,Indian/Mauritius
2413:1a6b::,2413:1a6b:3fff:ffff:ffff:ffff:ffff:ffff,2413:1a6b::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
152.242.77.155,152.242.77.155,152.242.0.0,Jaboatão,Pernambuco,BR,-8.18028,-35.00139,54000-000,America/Recife
101.110.38.72,101.110.38.79,101.110.0.0,Kyoto,Kyoto,JP,35.02107,135.75385,602-0054,Asia/Tokyo
2410:6ec9:8000::,2410:6ec9:bfff:ffff:ffff:ffff:ffff:ffff,2410:6ec9:8000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
2407:72fa:8000::,2407:72fa:bfff:ffff:ffff:ffff:ffff:ffff,2407:72fa:8000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
240c:47ec:4000::,240c:47ec:7fff:ffff:ffff:ffff:ffff:ffff,240c:47ec:4000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
2a03:d6bf::,2a03:d6bf:3fff:ffff:ffff:ffff:ffff:ffff,2a03:d6bf::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
2408:8418:830:4100::,2408:8418:830:42ff:ffff:ffff:ffff:ffff,2408:8418::,Shanghai,Shanghai,CN,31.22222,121.45806,200000,Asia/Shanghai
263a:d3c1:8000::,263a:d3c1:bfff:ffff:ffff:ffff:ffff:ffff,263a:d3c1:8000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
2600:100c:b20a:db00::,2600:100c:b20a:dbff:ffff:ffff:ffff:ffff,2600:100c:8000::,Natchitoches,Louisiana,US,31.76072,-93.08627,71457,America/Chicago
2804:d99:4000::,2804:d99:7fff:ffff:ffff:ffff:ffff:ffff,2804:d99:4000::,Montevideo,Montevideo Department,UY,-34.90328,-56.18816,11100,America/Montevideo
181.49.100.168,181.49.100.175,181.49.0.0,Cota,Cundinamarca,CO,4.80938,-74.098,250010,America/Bogota
93.32.75.214,93.32.75.219,93.32.0.0,Milan,Lombardy,IT,45.46427,9.18951,20121,Europe/Rome
2402:8100:31a8:9700::,2402:8100:31a8:97ff:ffff:ffff:ffff:ffff,2402:8100::,Nashik,Maharashtra,IN,19.99727,73.79096,422221,Asia/Kolkata
2c0a:8904:8000::,2c0a:8904:bfff:ffff:ffff:ffff:ffff:ffff,2c0a:8904:8000::,Port Louis,Port Louis,MU,-20.16194,57.49889,,Indian/Mauritius
2c0d:6ffc:4000::,2c0d:6ffc:7fff:ffff:ffff:ffff:ffff:ffff,2c0d:6ffc:4000::,Port Louis,Port Louis,MU,-20.16194,57.49889,,Indian/Mauritius
2c0a:521a:c000::,2c0a:521a:ffff:ffff:ffff:ffff:ffff:ffff,2c0a:521a:c000::,Port Louis,Port Louis,MU,-20.16194,57.49889,,Indian/Mauritius
2409:4088:828c:d400::,2409:4088:828c:d4ff:ffff:ffff:ffff:ffff,2409:4088:8000::,Gobārdānga,West Bengal,IN,22.8774,88.75479,743252,Asia/Kolkata
73.4.88.186,73.4.88.191,73.4.0.0,New Haven,Connecticut,US,41.30815,-72.92816,06501,America/New_York
176.32.19.162,176.32.19.163,176.32.0.0,Castrignano del Capo,Apulia,IT,39.8328,18.35087,73040,Europe/Rome
153.237.181.224,153.237.181.227,153.237.0.0,Tokyo,Tokyo,JP,35.6895,139.69171,101-8656,Asia/Tokyo
2a01:c22:a809:4d00::,2a01:c22:a809:4dff:ffff:ffff:ffff:ffff,2a01:c22:8000::,Halle (Saale),Saxony-Anhalt,DE,51.48158,11.97947,06075,Europe/Berlin
113.168.169.13,113.168.169.13,113.168.0.0,Thắng,Bắc Giang Province,VN,21.35505,105.98344,26223,Asia/Bangkok
240e:b5b3:8000::,240e:b5b3:bfff:ffff:ffff:ffff:ffff:ffff,240e:b5b3:8000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
2a08:6287::,2a08:6287:3fff:ffff:ffff:ffff:ffff:ffff,2a08:6287::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
2c0a:a716::,2c0a:a716:3fff:ffff:ffff:ffff:ffff:ffff,2c0a:a716::,Port Louis,Port Louis,MU,-20.16194,57.49889,,Indian/Mauritius
240d:9ab1:8000::,240d:9ab1:bfff:ffff:ffff:ffff:ffff:ffff,240d:9ab1:8000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
49.145.188.225,49.145.188.225,49.145.0.0,Bacolod City,Western Visayas,PH,10.66667,122.95,6100,Asia/Manila
27.52.9.208,27.52.9.217,27.52.0.0,Banqiao,Taipei,TW,25.01427,121.46719,,Asia/Taipei
213.138.50.233,213.138.50.238,213.138.0.0,Berlin,Berlin,DE,52.52437,13.41053,10119,Europe/Berlin
2605:dd2:c000::,2605:dd2:ffff:ffff:ffff:ffff:ffff:ffff,2605:dd2:c000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
198.204.94.0,198.204.94.255,198.204.0.0,New York City,New York,US,40.7143,-74.006,10004,America/New_York
75.164.143.196,75.164.143.197,75.164.0.0,Kelso,Washington,US,46.14678,-122.90844,98626,America/Los_Angeles
2636:e570:4000::,2636:e570:7fff:ffff:ffff:ffff:ffff:ffff,2636:e570:4000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
2a1a:f995::,2a1a:f995:3fff:ffff:ffff:ffff:ffff:ffff,2a1a:f995::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
189.176.60.43,189.176.60.43,189.176.0.0,Cancún,Quintana Roo,MX,21.17429,-86.84656,77527,America/Cancun
280e:e512:4000::,280e:e512:7fff:ffff:ffff:ffff:ffff:ffff,280e:e512:4000::,Montevideo,Montevideo Department,UY,-34.90328,-56.18816,11100,America/Montevideo
2409:4064:2b99:ac00::,2409:4064:2b99:acff:ffff:ffff:ffff:ffff,2409:4064::,Goh,Bihar,IN,24.98455,84.64975,824203,Asia/Kolkata
2a02:8071:21bd:6600::,2a02:8071:21c0:71ff:ffff:ffff:ffff:ffff,2a02:8071::,Karlsruhe,Baden-Wurttemberg,DE,49.00937,8.40444,76133,Europe/Berlin
180.254.203.234,180.254.203.235,180.254.0.0,Parepare,South Sulawesi,ID,-4.0135,119.6255,,Asia/Makassar
2412:5821:c000::,2412:5821:ffff:ffff:ffff:ffff:ffff:ffff,2412:5821:c000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
2404:a20c:c000::,2404:a20c:ffff:ffff:ffff:ffff:ffff:ffff,2404:a20c:c000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
187.134.247.120,187.134.247.120,187.134.0.0,Acámbaro,Guanajuato,MX,20.03085,-100.72194,38630,America/Mexico_City
280d:4db8:8000::,280d:4db8:bfff:ffff:ffff:ffff:ffff:ffff,280d:4db8:8000::,Montevideo,Montevideo Department,UY,-34.90328,-56.18816,11100,America/Montevideo
2c0b:3edd:c000::,2c0b:3edd:ffff:ffff:ffff:ffff:ffff:ffff,2c0b:3edd:c000::,Port Louis,Port Louis,MU,-20.16194,57.49889,,Indian/Mauritius
174.29.183.168,174.29.183.171,174.29.0.0,Arvada,Colorado,US,39.80276,-105.08748,80001,America/Denver
2a03:2c1c::,2a03:2c1c:3fff:ffff:ffff:ffff:ffff:ffff,2a03:2c1c::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
2a01:5e42:4000::,2a01:5e42:7fff:ffff:ffff:ffff:ffff:ffff,2a01:5e42:4000::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
2605:a267:8000::,2605:a267:bfff:ffff:ffff:ffff:ffff:ffff,2605:a267:8000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
263b:2da:4000::,263b:2da:7fff:ffff:ffff:ffff:ffff:ffff,263b:2da:4000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
174.95.193.7,174.95.193.7,174.95.0.0,Toronto,Ontario,CA,43.70643,-79.39864,M5A,America/Toronto
2a02:a03f:aa5c:4601::,2a02:a03f:aa5c:47ff:ffff:ffff:ffff:ffff,2a02:a03f:8000::,Liège,Wallonia,BE,50.63373,5.56749,4000,Europe/Brussels
240a:5356:4000::,240a:5356:7fff:ffff:ffff:ffff:ffff:ffff,240a:5356:4000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
177.157.152.75,177.157.152.75,177.157.0.0,São Paulo,São Paulo,BR,-23.5475,-46.63611,01000-000,America/Sao_Paulo
116.108.175.236,116.108.175.237,116.108.0.0,Cà Mau,Cà Mau Province,VN,9.17682,105.15242,98150,Asia/Ho_Chi_Minh
153.162.59.96,153.162.59.119,153.162.0.0,Yokohama,Kanagawa,JP,35.43333,139.65,220-8588,Asia/Tokyo
2409:4061:59a:d000::,2409:4061:59a:d0ff:ffff:ffff:ffff:ffff,2409:4061::,Fālākāta,West Bengal,IN,26.51963,89.20423,735211,Asia/Kolkata
111.239.237.244,111.239.237.250,111.239.0.0,Tokyo,Tokyo,JP,35.6895,139.69171,101-8656,Asia/Tokyo
97.89.64.132,97.89.64.135,97.89.0.0,Gatlinburg,Tennessee,US,35.71453,-83.51189,37738,America/New_York
240c:54fc::,240c:54fc:3fff:ffff:ffff:ffff:ffff:ffff,240c:54fc::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
2419:9ed4:4000::,2419:9ed4:7fff:ffff:ffff:ffff:ffff:ffff,2419:9ed4:4000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
2405:204:8484:5200::,2405:204:8484:52ff:ffff:ffff:ffff:ffff,2405:204:8000::,Naliya,Gujarat,IN,23.26058,68.82655,370655,Asia/Kolkata
2409:4051:2d8b:9e00::,2409:4051:2d8b:9eff:ffff:ffff:ffff:ffff,2409:4051::,Sirsa,Haryana,IN,29.53489,75.02898,125060,Asia/Kolkata
263c:cf0:8000::,263c:cf0:bfff:ffff:ffff:ffff:ffff:ffff,263c:cf0:8000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
2c0c:3ef7:c000::,2c0c:3ef7:ffff:ffff:ffff:ffff:ffff:ffff,2c0c:3ef7:c000::,Port Louis,Port Louis,MU,-20.16194,57.49889,,Indian/Mauritius
2408:832e:1af5:1c00::,2408:832e:1af5:1eff:ffff:ffff:ffff:ffff,2408:832e::,Shanghai,Shanghai,CN,31.22222,121.45806,200000,Asia/Shanghai
61.197.58.129,61.197.58.131,61.197.0.0,Akita,Akita,JP,39.71667,140.11667,010-0000,Asia/Tokyo
177.147.15.150,177.147.15.150,177.147.0.0,Porto Alegre,Rio Grande do Sul,BR,-30.03283,-51.23019,90000-000,America/Sao_Paulo
2a01:e0a:257:6951::,2a01:e0a:257:695f:ffff:ffff:ffff:ffff,2a01:e0a::,Beauzac,Auvergne-Rhône-Alpes,FR,45.25913,4.09874,43590,Europe/Paris
157.147.40.112,157.147.40.113,157.147.0.0,Yūki,Ibaraki,JP,36.3,139.88333,307-0001,Asia/Tokyo
2409:408a:131a:f200::,2409:408a:131a:f2ff:ffff:ffff:ffff:ffff,2409:408a::,Barwādih,Jharkhand,IN,23.8478,84.11049,822111,Asia/Kolkata
60.135.78.126,60.135.78.131,60.135.0.0,Yokohama,Kanagawa,JP,35.43333,139.65,220-8588,Asia/Tokyo
2409:8a70:3a80:cb00::,2409:8a70:3a80:cbff:ffff:ffff:ffff:ffff,2409:8a70::,Chengdu,Sichuan,CN,30.66667,104.06667,610000,Asia/Shanghai
66.0.226.232,66.0.226.239,66.0.0.0,Miami,Florida,US,25.77427,-80.19366,33101,America/New_York
2c07:67a:8000::,2c07:67a:bfff:ffff:ffff:ffff:ffff:ffff,2c07:67a:8000::,Port Louis,Port Louis,MU,-20.16194,57.49889,,Indian/Mauritius
180.144.221.148,180.144.221.179,180.144.0.0,Ōtsu,Shiga,JP,35,135.86667,520-0043,Asia/Tokyo
2a04:507a:4000::,2a04:507a:7fff:ffff:ffff:ffff:ffff:ffff,2a04:507a:4000::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
93.180.198.96,93.180.198.103,93.180.0.0,Atco,New Jersey,US,39.76984,-74.88739,08004,America/New_York
151.99.198.94,151.99.198.255,151.99.0.0,Bologna,Emilia-Romagna,IT,44.49381,11.33875,40100,Europe/Rome
103.172.211.250,103.172.211.255,103.172.0.0,Jagtiāl,Telangana,IN,18.79473,78.91661,505403,Asia/Kolkata
2401:ebe8:4000::,2401:ebe8:7fff:ffff:ffff:ffff:ffff:ffff,2401:ebe8:4000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
79.148.225.160,79.148.225.255,79.148.0.0,Madrid,Madrid,ES,40.4165,-3.70256,28004,Europe/Madrid
173.236.242.107,173.236.242.109,173.236.0.0,Ashburn,Virginia,US,39.04372,-77.48749,20147,America/New_York
2408:8248:1205:de00::,2408:8248:1205:fcff:ffff:ffff:ffff:ffff,2408:8248::,Shanghai,Shanghai,CN,31.22222,121.45806,200000,Asia/Shanghai
46.16.39.149,46.16.39.152,46.16.0.0,Barcelona,Catalonia,ES,41.38879,2.15899,08007,Europe/Madrid
2806:62cc:8000::,2806:62cc:bfff:ffff:ffff:ffff:ffff:ffff,2806:62cc:8000::,Montevideo,Montevideo Department,UY,-34.90328,-56.18816,11100,America/Montevideo
2a17:e774:4000::,2a17:e774:7fff:ffff:ffff:ffff:ffff:ffff,2a17:e774:4000::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
97.77.2.154,97.77.2.159,97.77.0.0,Houston,Texas,US,29.76328,-95.36327,77002,America/Chicago
92.48.186.177,92.48.186.225,92.48.0.0,Beringen,Flanders,BE,51.04954,5.22606,3580,Europe/Brussels
2609:3928:4000::,2609:3928:7fff:ffff:ffff:ffff:ffff:ffff,2609:3928:4000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
2402:50c4:c000::,2402:50c4:ffff:ffff:ffff:ffff:ffff:ffff,2402:50c4:c000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
94.68.146.243,94.68.146.245,94.68.0.0,Athens,Attica,GR,37.98376,23.72784,,Europe/Athens
119.42.122.168,119.42.122.169,119.42.0.0,Chanthaburi,Chanthaburi,TH,12.60961,102.10447,22000,Asia/Bangkok
2409:408c:2683:3800::,2409:408c:2683:38ff:ffff:ffff:ffff:ffff,2409:408c::,Hyderābād,Telangana,IN,17.38405,78.45636,500001,Asia/Kolkata
82.67.24.64,82.67.24.67,82.67.0.0,Paris,Île-de-France,FR,48.85341,2.3488,75000,Europe/Paris
2409:4071:210e:dd00::,2409:4071:210e:ddff:ffff:ffff:ffff:ffff,2409:4071::,Hubli,Karnataka,IN,15.34776,75.13378,580001,Asia/Kolkata
2806:9139::,2806:9139:3fff:ffff:ffff:ffff:ffff:ffff,2806:9139::,Montevideo,Montevideo Department,UY,-34.90328,-56.18816,11100,America/Montevideo
5.81.38.172,5.81.38.225,5.81.0.0,Stockton-on-Tees,England,GB,54.56848,-1.3187,TS19,Europe/London
2003:c69::,2003:c69:3fff:ffff:ffff:ffff:ffff:ffff,2003:c69::,Bremen,Bremen,DE,53.1667,8.6167,27809,Europe/Berlin
240a:6951::,240a:6951:3fff:ffff:ffff:ffff:ffff:ffff,240a:6951::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
2409:4088:ae1f:de00::,2409:4088:ae1f:deff:ffff:ffff:ffff:ffff,2409:4088:8000::,Shyamnagar,West Bengal,IN,22.83333,88.36667,700135,Asia/Kolkata
240e:333:c0af:4000::,240e:333:c0af:4dff:ffff:ffff:ffff:ffff,240e:333:c000::,Chengdu,Sichuan,CN,30.66667,104.06667,610000,Asia/Shanghai
2a1f:ccc9:4000::,2a1f:ccc9:7fff:ffff:ffff:ffff:ffff:ffff,2a1f:ccc9:4000::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
2606:1e87:c000::,2606:1e87:ffff:ffff:ffff:ffff:ffff:ffff,2606:1e87:c000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
172.226.208.50,172.226.208.51,172.226.0.0,Tours,Centre,FR,47.39484,0.70398,37000,Europe/Paris
